user_id,signed_up,verified_email,completed_personal_details,submitted_kyc_id,passed_liveness_check,completed_first_transfer_setup,country,device,account_type
2567,1,1,1,1,1,0,UK,desktop,personal
2568,1,1,0,0,0,0,UK,mobile,personal
2569,1,1,1,0,0,0,India,mobile,personal
2570,1,0,0,0,0,0,Other,mobile,personal
2571,1,1,1,1,1,0,US,desktop,personal
2572,1,0,0,0,0,0,Other,desktop,business
2573,1,1,1,0,0,0,UK,mobile,personal
2574,1,1,1,1,0,0,US,mobile,personal
2575,1,1,1,1,1,1,UK,mobile,personal
2576,1,1,1,1,1,0,EU,mobile,personal
2577,1,1,1,1,1,0,Other,mobile,personal
2578,1,1,0,0,0,0,EU,mobile,personal
2579,1,1,0,0,0,0,US,mobile,personal
2580,1,1,1,1,0,0,EU,mobile,personal
2581,1,1,1,1,0,0,UK,desktop,personal
2582,1,1,0,0,0,0,India,desktop,business
2583,1,1,0,0,0,0,US,desktop,personal
2584,1,0,0,0,0,0,US,desktop,business
2585,1,1,1,0,0,0,US,mobile,personal
2586,1,1,1,1,0,0,EU,mobile,personal
2587,1,1,1,0,0,0,UK,mobile,personal
2588,1,0,0,0,0,0,EU,desktop,personal
2589,1,0,0,0,0,0,UK,desktop,personal
2590,1,1,1,1,1,1,EU,desktop,business
2591,1,1,1,0,0,0,India,desktop,personal
2592,1,1,1,1,1,1,India,mobile,business
2593,1,0,0,0,0,0,US,mobile,personal
2594,1,1,1,0,0,0,US,mobile,personal
2595,1,1,1,1,0,0,UK,mobile,personal
2596,1,0,0,0,0,0,EU,mobile,personal
2597,1,0,0,0,0,0,UK,desktop,business
2598,1,1,1,1,0,0,US,mobile,business
2599,1,1,1,0,0,0,UK,mobile,personal
2600,1,1,1,0,0,0,UK,mobile,personal
2601,1,0,0,0,0,0,EU,mobile,personal
2602,1,1,1,1,1,0,UK,mobile,business
2603,1,1,0,0,0,0,EU,mobile,personal
2604,1,1,1,1,0,0,UK,mobile,business
2605,1,0,0,0,0,0,UK,desktop,personal
2606,1,1,1,1,1,0,US,mobile,business
2607,1,1,1,1,1,1,UK,mobile,business
2608,1,1,1,1,1,1,UK,desktop,business
2609,1,1,1,1,1,1,EU,desktop,personal
2610,1,0,0,0,0,0,UK,desktop,personal
2611,1,1,1,1,1,1,India,mobile,personal
2612,1,1,1,1,0,0,UK,mobile,personal
2613,1,1,1,1,1,0,UK,mobile,business
2614,1,1,1,0,0,0,EU,mobile,personal
2615,1,0,0,0,0,0,UK,desktop,personal
2616,1,0,0,0,0,0,UK,mobile,personal
2617,1,1,1,0,0,0,US,mobile,business
2618,1,1,1,1,1,0,UK,mobile,personal
2619,1,1,1,1,0,0,India,mobile,personal
2620,1,0,0,0,0,0,UK,mobile,personal
2621,1,1,0,0,0,0,EU,desktop,personal
2622,1,0,0,0,0,0,India,desktop,business
2623,1,1,1,1,1,1,US,desktop,personal
2624,1,0,0,0,0,0,Other,mobile,personal
2625,1,0,0,0,0,0,US,mobile,personal
2626,1,1,0,0,0,0,Other,mobile,personal
2627,1,1,1,0,0,0,UK,mobile,personal
2628,1,1,1,1,0,0,EU,desktop,personal
2629,1,1,0,0,0,0,US,mobile,personal
2630,1,1,0,0,0,0,US,desktop,personal
2631,1,1,1,1,0,0,EU,mobile,business
2632,1,1,1,0,0,0,EU,mobile,business
2633,1,1,1,0,0,0,UK,mobile,business
2634,1,1,0,0,0,0,UK,mobile,business
2635,1,1,1,1,1,0,EU,desktop,personal
2636,1,1,0,0,0,0,EU,mobile,personal
2637,1,1,1,0,0,0,Other,desktop,personal
2638,1,1,1,1,0,0,EU,desktop,personal
2639,1,1,1,0,0,0,Other,mobile,personal
2640,1,0,0,0,0,0,EU,desktop,personal
2641,1,1,1,1,1,0,UK,mobile,personal
2642,1,1,1,1,1,0,UK,desktop,personal
2643,1,1,1,1,1,0,EU,desktop,personal
2644,1,1,1,1,1,1,EU,desktop,personal
2645,1,1,1,1,1,1,UK,mobile,personal
2646,1,1,1,1,0,0,US,mobile,personal
2647,1,1,1,1,1,1,Other,mobile,business
2648,1,1,0,0,0,0,US,mobile,personal
2649,1,1,1,1,1,0,US,desktop,personal
2650,1,1,1,1,1,1,US,desktop,personal
2651,1,1,1,1,1,1,UK,mobile,personal
2652,1,1,1,1,0,0,US,mobile,personal
2653,1,1,1,1,0,0,US,mobile,personal
2654,1,1,0,0,0,0,UK,mobile,business
2655,1,1,1,1,0,0,EU,mobile,personal
2656,1,0,0,0,0,0,US,mobile,personal
2657,1,1,1,1,0,0,India,desktop,personal
2658,1,1,1,1,1,1,India,mobile,personal
2659,1,1,1,1,1,0,UK,mobile,personal
2660,1,1,1,1,1,1,EU,desktop,personal
2661,1,1,1,1,0,0,US,mobile,business
2662,1,1,0,0,0,0,India,mobile,personal
2663,1,1,0,0,0,0,UK,desktop,personal
2664,1,1,1,0,0,0,EU,desktop,personal
2665,1,1,1,0,0,0,EU,mobile,business
2666,1,1,0,0,0,0,UK,mobile,personal
2667,1,1,1,1,1,1,UK,desktop,business
2668,1,0,0,0,0,0,EU,desktop,business
2669,1,1,1,0,0,0,EU,mobile,personal
2670,1,1,1,0,0,0,UK,mobile,personal
2671,1,1,1,1,1,0,EU,mobile,business
2672,1,1,1,0,0,0,US,mobile,business
2673,1,1,1,0,0,0,EU,mobile,personal
2674,1,1,1,1,1,0,UK,mobile,personal
2675,1,1,1,0,0,0,India,mobile,personal
2676,1,0,0,0,0,0,UK,desktop,personal
2677,1,1,1,1,1,1,US,mobile,personal
2678,1,1,1,0,0,0,UK,desktop,personal
2679,1,0,0,0,0,0,UK,desktop,personal
2680,1,1,1,0,0,0,US,mobile,business
2681,1,1,1,0,0,0,UK,desktop,business
2682,1,0,0,0,0,0,India,desktop,personal
2683,1,1,1,1,0,0,UK,mobile,business
2684,1,1,0,0,0,0,US,mobile,personal
2685,1,1,1,0,0,0,UK,mobile,personal
2686,1,1,1,1,1,1,UK,desktop,business
2687,1,1,1,1,0,0,UK,mobile,personal
2688,1,1,1,1,1,1,US,mobile,personal
2689,1,1,1,1,0,0,US,desktop,personal
2690,1,0,0,0,0,0,US,mobile,personal
2691,1,1,1,0,0,0,US,mobile,business
2692,1,0,0,0,0,0,US,desktop,business
2693,1,0,0,0,0,0,UK,mobile,business
2694,1,0,0,0,0,0,US,desktop,business
2695,1,1,1,1,1,0,Other,desktop,personal
2696,1,1,1,1,1,1,US,mobile,business
2697,1,1,1,0,0,0,EU,mobile,personal
2698,1,1,1,1,1,1,UK,desktop,business
2699,1,1,1,1,1,0,EU,desktop,personal
2700,1,1,1,1,1,0,EU,mobile,business
2701,1,1,1,0,0,0,US,mobile,personal
2702,1,1,1,1,1,1,Other,mobile,personal
2703,1,1,1,0,0,0,UK,desktop,personal
2704,1,1,1,1,1,0,UK,desktop,business
2705,1,1,1,1,1,1,EU,mobile,business
2706,1,1,1,1,1,1,India,desktop,personal
2707,1,0,0,0,0,0,UK,mobile,personal
2708,1,0,0,0,0,0,UK,desktop,personal
2709,1,1,1,1,0,0,UK,mobile,personal
2710,1,1,1,1,0,0,UK,mobile,personal
2711,1,0,0,0,0,0,EU,mobile,personal
2712,1,1,0,0,0,0,US,mobile,personal
2713,1,1,1,1,0,0,UK,desktop,business
2714,1,1,1,1,1,0,US,mobile,business
2715,1,1,1,1,1,0,UK,mobile,personal
2716,1,1,1,1,1,0,UK,mobile,personal
2717,1,1,1,1,1,1,EU,mobile,personal
2718,1,1,1,1,1,1,Other,desktop,personal
2719,1,1,1,1,1,0,India,desktop,personal
2720,1,1,1,1,0,0,UK,mobile,personal
2721,1,1,0,0,0,0,India,mobile,personal
2722,1,1,0,0,0,0,EU,mobile,personal
2723,1,1,1,0,0,0,EU,desktop,personal
2724,1,1,1,0,0,0,US,desktop,personal
2725,1,1,1,1,1,1,US,desktop,personal
2726,1,1,1,0,0,0,UK,desktop,business
2727,1,1,1,1,1,0,UK,desktop,personal
2728,1,1,1,0,0,0,UK,desktop,personal
2729,1,1,0,0,0,0,UK,mobile,personal
2730,1,1,1,1,1,1,US,mobile,personal
2731,1,1,1,1,0,0,EU,mobile,personal
2732,1,1,1,1,1,1,US,mobile,personal
2733,1,1,1,1,1,0,UK,mobile,personal
2734,1,1,1,0,0,0,Other,mobile,personal
2735,1,1,1,0,0,0,Other,mobile,personal
2736,1,0,0,0,0,0,EU,mobile,personal
2737,1,1,1,1,1,0,Other,mobile,personal
2738,1,1,1,1,1,1,US,mobile,personal
2739,1,0,0,0,0,0,Other,desktop,personal
2740,1,1,1,0,0,0,UK,desktop,business
2741,1,1,1,1,0,0,US,desktop,personal
2742,1,1,1,1,1,1,UK,mobile,personal
2743,1,0,0,0,0,0,UK,mobile,personal
2744,1,1,1,0,0,0,UK,mobile,personal
2745,1,1,1,1,0,0,EU,desktop,personal
2746,1,1,1,0,0,0,EU,mobile,personal
2747,1,1,1,1,1,1,US,mobile,business
2748,1,0,0,0,0,0,UK,desktop,personal
2749,1,1,1,1,1,1,India,mobile,personal
2750,1,1,1,1,0,0,EU,mobile,personal
2751,1,1,0,0,0,0,US,mobile,business
2752,1,0,0,0,0,0,EU,mobile,business
2753,1,0,0,0,0,0,UK,mobile,business
2754,1,0,0,0,0,0,UK,mobile,business
2755,1,0,0,0,0,0,Other,desktop,business
2756,1,1,0,0,0,0,UK,desktop,personal
2757,1,0,0,0,0,0,US,mobile,business
2758,1,1,1,1,0,0,India,desktop,business
2759,1,0,0,0,0,0,EU,mobile,personal
2760,1,1,1,0,0,0,UK,mobile,personal
2761,1,1,1,1,1,1,UK,mobile,personal
2762,1,1,1,0,0,0,UK,mobile,business
2763,1,1,1,1,0,0,EU,mobile,business
2764,1,1,1,0,0,0,US,mobile,business
2765,1,1,1,1,1,1,UK,desktop,business
2766,1,1,1,1,1,0,Other,mobile,personal
2767,1,0,0,0,0,0,US,mobile,personal
2768,1,0,0,0,0,0,UK,desktop,personal
2769,1,0,0,0,0,0,US,mobile,personal
2770,1,0,0,0,0,0,EU,mobile,personal
2771,1,1,1,1,1,1,UK,desktop,personal
2772,1,1,1,0,0,0,UK,mobile,personal
2773,1,1,1,0,0,0,India,mobile,business
2774,1,0,0,0,0,0,US,mobile,personal
2775,1,0,0,0,0,0,US,mobile,business
2776,1,1,1,1,1,0,US,mobile,business
2777,1,0,0,0,0,0,UK,mobile,personal
2778,1,1,1,1,1,1,UK,desktop,personal
2779,1,1,1,0,0,0,US,desktop,business
2780,1,0,0,0,0,0,UK,mobile,personal
2781,1,1,0,0,0,0,UK,desktop,personal
2782,1,1,1,1,1,1,India,desktop,personal
2783,1,1,1,0,0,0,Other,mobile,personal
2784,1,1,1,1,1,1,EU,mobile,personal
2785,1,1,1,1,0,0,India,mobile,personal
2786,1,1,1,0,0,0,UK,desktop,personal
2787,1,1,1,1,0,0,Other,mobile,personal
2788,1,1,1,1,0,0,UK,desktop,business
2789,1,1,1,1,1,0,Other,mobile,personal
2790,1,0,0,0,0,0,Other,mobile,business
2791,1,1,1,1,0,0,EU,mobile,business
2792,1,1,1,1,1,1,Other,mobile,personal
2793,1,1,0,0,0,0,US,desktop,personal
2794,1,0,0,0,0,0,UK,desktop,personal
2795,1,1,1,0,0,0,US,mobile,business
2796,1,0,0,0,0,0,US,desktop,business
2797,1,1,0,0,0,0,UK,desktop,personal
2798,1,1,1,0,0,0,EU,mobile,personal
2799,1,0,0,0,0,0,Other,desktop,business
2800,1,1,1,1,1,1,UK,mobile,personal
2801,1,1,1,1,0,0,EU,mobile,personal
2802,1,1,1,0,0,0,Other,mobile,business
2803,1,1,1,0,0,0,Other,desktop,personal
2804,1,1,1,0,0,0,Other,mobile,personal
2805,1,1,1,1,1,1,US,desktop,business
2806,1,1,1,1,0,0,Other,desktop,personal
2807,1,1,1,1,0,0,EU,mobile,personal
2808,1,0,0,0,0,0,UK,mobile,personal
2809,1,1,0,0,0,0,US,mobile,personal
2810,1,1,1,1,1,1,EU,mobile,business
2811,1,1,1,1,0,0,UK,mobile,personal
2812,1,1,1,1,1,0,EU,mobile,personal
2813,1,1,1,1,1,0,EU,mobile,personal
2814,1,0,0,0,0,0,UK,mobile,personal
2815,1,0,0,0,0,0,US,mobile,personal
2816,1,1,1,0,0,0,EU,mobile,personal
2817,1,1,0,0,0,0,US,desktop,personal
2818,1,1,1,1,0,0,UK,desktop,personal
2819,1,0,0,0,0,0,UK,mobile,personal
2820,1,1,1,1,0,0,US,mobile,business
2821,1,1,1,1,0,0,Other,mobile,personal
2822,1,1,1,0,0,0,UK,mobile,personal
2823,1,1,0,0,0,0,EU,mobile,personal
2824,1,1,1,0,0,0,UK,mobile,personal
2825,1,0,0,0,0,0,UK,desktop,personal
2826,1,1,1,1,1,1,India,mobile,business
2827,1,1,1,0,0,0,EU,desktop,personal
2828,1,1,1,0,0,0,UK,mobile,business
2829,1,1,1,1,1,0,US,mobile,personal
2830,1,1,1,1,1,1,UK,mobile,personal
2831,1,1,1,1,1,1,US,mobile,business
2832,1,1,1,1,1,1,EU,mobile,personal
2833,1,1,1,1,1,1,UK,mobile,personal
2834,1,0,0,0,0,0,UK,mobile,personal
2835,1,1,1,1,1,0,US,mobile,personal
2836,1,1,1,1,1,1,Other,desktop,personal
2837,1,1,1,0,0,0,Other,desktop,personal
2838,1,1,1,1,1,1,UK,mobile,personal
2839,1,1,1,1,1,1,EU,mobile,personal
2840,1,1,1,1,1,1,US,mobile,personal
2841,1,1,1,1,0,0,US,desktop,business
2842,1,1,0,0,0,0,EU,mobile,business
2843,1,1,1,1,0,0,Other,mobile,personal
2844,1,1,1,1,0,0,Other,mobile,business
2845,1,0,0,0,0,0,US,mobile,business
2846,1,1,0,0,0,0,US,mobile,personal
2847,1,1,1,1,1,1,EU,desktop,business
2848,1,1,1,0,0,0,UK,desktop,personal
2849,1,1,1,0,0,0,US,mobile,personal
2850,1,1,1,1,1,0,US,mobile,personal
2851,1,1,1,0,0,0,EU,mobile,personal
2852,1,1,1,1,1,0,UK,mobile,personal
2853,1,1,1,1,1,1,UK,desktop,personal
2854,1,0,0,0,0,0,Other,mobile,personal
2855,1,0,0,0,0,0,UK,mobile,personal
2856,1,0,0,0,0,0,US,mobile,business
2857,1,0,0,0,0,0,UK,desktop,personal
2858,1,1,1,1,1,1,UK,mobile,personal
2859,1,1,1,1,1,1,UK,mobile,personal
2860,1,1,1,1,0,0,UK,mobile,personal
2861,1,0,0,0,0,0,India,mobile,personal
2862,1,1,1,1,1,1,UK,desktop,personal
2863,1,1,1,0,0,0,Other,mobile,personal
2864,1,1,1,0,0,0,US,mobile,personal
2865,1,1,1,1,1,1,US,mobile,personal
2866,1,1,1,1,1,1,US,desktop,personal
2867,1,1,1,1,0,0,US,mobile,business
2868,1,0,0,0,0,0,EU,mobile,personal
2869,1,1,0,0,0,0,UK,mobile,business
2870,1,0,0,0,0,0,US,desktop,personal
2871,1,1,1,1,0,0,India,desktop,personal
2872,1,0,0,0,0,0,Other,desktop,personal
2873,1,1,1,1,1,1,India,mobile,personal
2874,1,1,0,0,0,0,US,mobile,personal
2875,1,1,1,1,1,1,EU,desktop,personal
2876,1,1,1,1,1,1,US,mobile,personal
2877,1,0,0,0,0,0,US,mobile,personal
2878,1,1,1,1,0,0,UK,desktop,personal
2879,1,1,1,1,1,0,US,mobile,personal
2880,1,1,1,1,0,0,UK,mobile,business
2881,1,1,0,0,0,0,UK,desktop,personal
2882,1,1,1,1,1,0,India,desktop,personal
2883,1,1,1,1,1,1,UK,mobile,personal
2884,1,1,1,0,0,0,UK,mobile,business
2885,1,1,1,0,0,0,UK,mobile,business
2886,1,0,0,0,0,0,Other,mobile,business
2887,1,1,1,1,1,1,US,mobile,personal
2888,1,1,1,1,1,0,US,mobile,personal
2889,1,1,1,0,0,0,India,desktop,personal
2890,1,1,1,1,1,0,India,desktop,personal
2891,1,1,1,0,0,0,UK,desktop,business
2892,1,1,1,1,1,1,EU,mobile,personal
2893,1,0,0,0,0,0,EU,mobile,personal
2894,1,1,1,0,0,0,EU,desktop,personal
2895,1,1,0,0,0,0,UK,mobile,business
2896,1,1,1,1,1,1,India,mobile,personal
2897,1,1,1,0,0,0,US,mobile,personal
2898,1,0,0,0,0,0,UK,desktop,personal
2899,1,0,0,0,0,0,US,desktop,personal
2900,1,1,1,1,0,0,UK,mobile,personal
2901,1,1,1,0,0,0,UK,desktop,personal
2902,1,1,1,0,0,0,EU,mobile,personal
2903,1,1,1,1,0,0,UK,mobile,business
2904,1,1,1,1,0,0,US,desktop,business
2905,1,1,1,1,1,0,US,desktop,personal
2906,1,1,1,1,0,0,UK,mobile,business
2907,1,1,1,1,1,1,Other,mobile,personal
2908,1,1,1,1,1,0,UK,desktop,business
2909,1,1,1,1,1,1,UK,desktop,business
2910,1,1,0,0,0,0,UK,desktop,personal
2911,1,1,1,1,1,0,UK,mobile,personal
2912,1,1,1,1,1,0,UK,desktop,personal
2913,1,1,1,1,0,0,EU,desktop,business
2914,1,1,1,0,0,0,Other,mobile,personal
2915,1,1,1,0,0,0,UK,desktop,personal
2916,1,1,1,0,0,0,EU,mobile,personal
2917,1,1,1,1,1,1,EU,mobile,business
2918,1,1,1,1,1,1,India,mobile,business
2919,1,1,1,1,0,0,US,mobile,personal
2920,1,1,1,1,1,1,UK,mobile,personal
2921,1,0,0,0,0,0,UK,desktop,business
2922,1,1,1,1,0,0,EU,mobile,business
2923,1,1,1,0,0,0,India,mobile,personal
2924,1,1,1,0,0,0,UK,desktop,personal
2925,1,1,1,1,0,0,US,mobile,personal
2926,1,1,1,1,0,0,Other,mobile,personal
2927,1,0,0,0,0,0,India,mobile,personal
2928,1,1,1,1,1,0,Other,mobile,personal
2929,1,1,1,0,0,0,EU,mobile,personal
2930,1,0,0,0,0,0,US,desktop,personal
2931,1,1,1,0,0,0,US,mobile,personal
2932,1,1,1,1,1,1,EU,desktop,personal
2933,1,1,1,1,1,1,UK,mobile,business
2934,1,0,0,0,0,0,US,mobile,business
2935,1,1,1,1,0,0,EU,desktop,personal
2936,1,0,0,0,0,0,UK,desktop,business
2937,1,1,1,1,0,0,EU,mobile,personal
2938,1,0,0,0,0,0,US,mobile,business
2939,1,0,0,0,0,0,Other,mobile,personal
2940,1,1,1,0,0,0,UK,mobile,personal
2941,1,1,1,1,1,0,UK,mobile,personal
2942,1,1,1,1,0,0,EU,desktop,personal
2943,1,0,0,0,0,0,UK,mobile,personal
2944,1,0,0,0,0,0,EU,desktop,personal
2945,1,1,1,1,0,0,EU,mobile,personal
2946,1,1,0,0,0,0,UK,mobile,business
2947,1,0,0,0,0,0,US,mobile,personal
2948,1,1,1,0,0,0,US,mobile,personal
2949,1,1,1,1,0,0,US,desktop,personal
2950,1,1,1,1,1,0,Other,mobile,business
2951,1,1,1,1,0,0,India,mobile,personal
2952,1,0,0,0,0,0,EU,desktop,personal
2953,1,0,0,0,0,0,EU,mobile,personal
2954,1,1,1,1,0,0,US,mobile,personal
2955,1,1,1,1,1,0,Other,mobile,personal
2956,1,0,0,0,0,0,EU,desktop,personal
2957,1,1,1,0,0,0,EU,desktop,personal
2958,1,1,1,1,0,0,India,desktop,personal
2959,1,1,1,0,0,0,UK,mobile,personal
2960,1,1,0,0,0,0,India,desktop,personal
2961,1,1,0,0,0,0,UK,mobile,personal
2962,1,1,1,1,1,1,UK,mobile,business
2963,1,1,1,0,0,0,UK,desktop,personal
2964,1,1,1,0,0,0,Other,mobile,business
2965,1,0,0,0,0,0,India,mobile,personal
2966,1,1,1,1,1,1,EU,mobile,personal
2967,1,1,1,1,1,0,EU,mobile,business
2968,1,0,0,0,0,0,US,desktop,personal
2969,1,0,0,0,0,0,Other,mobile,personal
2970,1,0,0,0,0,0,US,mobile,personal
2971,1,1,1,0,0,0,US,mobile,personal
2972,1,1,1,1,1,0,UK,desktop,business
2973,1,1,1,1,1,0,EU,desktop,personal
2974,1,1,1,1,1,0,EU,mobile,personal
2975,1,1,1,1,0,0,US,desktop,personal
2976,1,1,1,1,1,0,UK,desktop,business
2977,1,1,1,0,0,0,India,mobile,business
2978,1,0,0,0,0,0,UK,mobile,personal
2979,1,1,1,0,0,0,EU,mobile,personal
2980,1,1,1,1,1,1,Other,desktop,business
2981,1,1,1,1,1,1,US,mobile,personal
2982,1,1,1,1,0,0,UK,mobile,business
2983,1,0,0,0,0,0,EU,mobile,business
2984,1,1,1,1,0,0,India,desktop,personal
2985,1,1,1,1,0,0,US,mobile,personal
2986,1,1,1,1,1,0,Other,desktop,business
2987,1,1,0,0,0,0,UK,desktop,personal
2988,1,1,1,1,0,0,US,mobile,personal
2989,1,1,1,1,1,1,EU,mobile,personal
2990,1,1,1,1,1,0,India,mobile,business
2991,1,1,0,0,0,0,UK,desktop,personal
2992,1,0,0,0,0,0,India,mobile,personal
2993,1,1,1,1,1,1,US,mobile,personal
2994,1,1,1,0,0,0,US,mobile,personal
2995,1,1,1,1,1,0,UK,mobile,personal
2996,1,1,1,0,0,0,India,desktop,personal
2997,1,1,1,1,1,1,UK,desktop,business
2998,1,1,1,1,0,0,UK,desktop,business
2999,1,1,1,1,0,0,UK,mobile,business
3000,1,1,1,1,1,0,India,mobile,personal
3001,1,1,1,0,0,0,EU,desktop,personal
3002,1,1,1,1,1,0,EU,mobile,personal
3003,1,0,0,0,0,0,UK,desktop,personal
3004,1,1,0,0,0,0,EU,mobile,personal
3005,1,1,1,0,0,0,US,mobile,personal
3006,1,0,0,0,0,0,India,desktop,personal
3007,1,1,1,1,1,1,Other,desktop,personal
3008,1,1,1,1,0,0,UK,desktop,business
3009,1,1,1,1,1,1,EU,mobile,personal
3010,1,1,1,1,1,0,UK,mobile,business
3011,1,1,1,0,0,0,US,mobile,business
3012,1,0,0,0,0,0,UK,mobile,personal
3013,1,1,1,1,1,0,UK,desktop,personal
3014,1,1,1,1,1,0,US,mobile,business
3015,1,1,1,1,1,1,EU,desktop,personal
3016,1,1,0,0,0,0,UK,mobile,personal
3017,1,1,0,0,0,0,EU,desktop,business
3018,1,1,1,1,1,1,US,mobile,personal
3019,1,1,1,1,1,1,UK,mobile,personal
3020,1,1,1,1,0,0,EU,desktop,personal
3021,1,0,0,0,0,0,UK,mobile,personal
3022,1,1,1,1,1,0,US,desktop,personal
3023,1,1,1,1,0,0,EU,desktop,personal
3024,1,1,1,0,0,0,UK,desktop,personal
3025,1,1,1,1,0,0,UK,mobile,personal
3026,1,1,1,1,0,0,US,mobile,business
3027,1,1,1,1,1,0,Other,mobile,personal
3028,1,1,1,0,0,0,EU,mobile,personal
3029,1,1,1,1,1,1,EU,mobile,personal
3030,1,0,0,0,0,0,EU,mobile,personal
3031,1,1,1,1,1,0,UK,mobile,personal
3032,1,1,0,0,0,0,US,mobile,personal
3033,1,1,1,0,0,0,EU,mobile,personal
3034,1,1,1,1,0,0,UK,mobile,personal
3035,1,0,0,0,0,0,UK,mobile,personal
3036,1,1,1,1,1,0,UK,desktop,business
3037,1,1,1,0,0,0,US,mobile,business
3038,1,1,1,0,0,0,Other,mobile,personal
3039,1,1,0,0,0,0,UK,mobile,personal
3040,1,1,1,0,0,0,US,desktop,business
3041,1,0,0,0,0,0,UK,mobile,business
3042,1,1,1,0,0,0,Other,mobile,personal
3043,1,1,1,1,1,0,UK,desktop,personal
3044,1,1,1,0,0,0,US,desktop,business
3045,1,0,0,0,0,0,EU,mobile,personal
3046,1,1,1,0,0,0,EU,mobile,personal
3047,1,1,1,0,0,0,US,mobile,personal
3048,1,1,0,0,0,0,UK,mobile,personal
3049,1,1,1,0,0,0,US,desktop,personal
3050,1,1,1,1,1,0,UK,mobile,business
3051,1,0,0,0,0,0,UK,desktop,personal
3052,1,1,1,1,1,1,US,mobile,personal
3053,1,1,1,1,1,1,UK,desktop,personal
3054,1,1,1,1,1,1,UK,mobile,personal
3055,1,1,1,1,0,0,EU,mobile,personal
3056,1,1,1,1,1,0,Other,mobile,personal
3057,1,1,1,1,0,0,EU,mobile,business
3058,1,1,0,0,0,0,UK,mobile,personal
3059,1,1,1,0,0,0,UK,desktop,personal
3060,1,1,1,1,0,0,Other,mobile,personal
3061,1,1,1,0,0,0,UK,desktop,personal
3062,1,1,1,0,0,0,UK,mobile,personal
3063,1,1,1,1,0,0,US,mobile,personal
3064,1,1,1,1,1,1,EU,desktop,personal
3065,1,0,0,0,0,0,EU,mobile,personal
3066,1,1,1,1,0,0,UK,mobile,personal
3067,1,1,1,1,0,0,UK,mobile,personal
3068,1,1,1,1,1,1,Other,mobile,personal
3069,1,1,1,1,1,1,UK,desktop,business
3070,1,1,1,1,0,0,EU,desktop,personal
3071,1,1,1,1,0,0,EU,mobile,personal
3072,1,1,1,0,0,0,EU,desktop,personal
3073,1,1,1,1,1,0,UK,mobile,personal
3074,1,1,1,0,0,0,UK,mobile,business
3075,1,1,1,1,1,1,US,desktop,personal
3076,1,1,1,1,0,0,India,mobile,personal
3077,1,1,0,0,0,0,Other,desktop,personal
3078,1,1,1,1,1,1,UK,desktop,personal
3079,1,1,1,1,1,0,UK,desktop,business
3080,1,1,1,0,0,0,Other,desktop,personal
3081,1,1,1,1,0,0,EU,mobile,personal
3082,1,0,0,0,0,0,India,mobile,business
3083,1,1,1,1,0,0,UK,mobile,business
3084,1,1,1,0,0,0,US,desktop,personal
3085,1,1,0,0,0,0,EU,mobile,personal
3086,1,1,1,1,0,0,EU,mobile,personal
3087,1,1,0,0,0,0,US,mobile,personal
3088,1,1,1,1,0,0,UK,desktop,personal
3089,1,0,0,0,0,0,US,desktop,business
3090,1,1,1,1,0,0,UK,mobile,personal
3091,1,0,0,0,0,0,US,mobile,personal
3092,1,1,1,1,1,0,Other,mobile,personal
3093,1,1,1,1,1,1,US,mobile,personal
3094,1,1,1,1,1,0,India,mobile,business
3095,1,1,0,0,0,0,UK,desktop,personal
3096,1,0,0,0,0,0,EU,desktop,personal
3097,1,1,1,1,1,0,Other,mobile,personal
3098,1,1,1,0,0,0,UK,mobile,personal
3099,1,1,0,0,0,0,UK,mobile,personal
3100,1,1,0,0,0,0,US,mobile,personal
3101,1,1,1,1,1,1,UK,mobile,personal
3102,1,1,1,1,1,1,EU,mobile,personal
3103,1,1,1,0,0,0,Other,mobile,business
3104,1,0,0,0,0,0,US,desktop,personal
3105,1,1,1,0,0,0,UK,desktop,personal
3106,1,1,1,0,0,0,US,mobile,personal
3107,1,1,1,0,0,0,EU,mobile,business
3108,1,0,0,0,0,0,UK,desktop,business
3109,1,1,1,1,1,1,US,desktop,personal
3110,1,0,0,0,0,0,EU,mobile,personal
3111,1,1,0,0,0,0,EU,mobile,personal
3112,1,1,1,1,0,0,UK,mobile,personal
3113,1,1,1,1,1,0,EU,mobile,business
3114,1,0,0,0,0,0,UK,mobile,business
3115,1,1,1,1,1,0,UK,mobile,business
3116,1,1,1,1,0,0,India,mobile,personal
3117,1,1,0,0,0,0,EU,mobile,personal
3118,1,1,1,0,0,0,UK,mobile,personal
3119,1,1,0,0,0,0,UK,desktop,personal
3120,1,1,1,1,0,0,UK,mobile,personal
3121,1,0,0,0,0,0,UK,desktop,business
3122,1,0,0,0,0,0,UK,mobile,personal
3123,1,1,1,0,0,0,UK,mobile,personal
3124,1,1,1,0,0,0,US,mobile,personal
3125,1,1,1,1,1,0,EU,mobile,personal
3126,1,1,1,1,1,0,EU,mobile,personal
3127,1,0,0,0,0,0,EU,mobile,personal
3128,1,1,1,1,0,0,UK,mobile,personal
3129,1,0,0,0,0,0,Other,desktop,personal
3130,1,0,0,0,0,0,India,mobile,business
3131,1,1,0,0,0,0,India,desktop,business
3132,1,1,1,1,1,0,India,mobile,personal
3133,1,1,1,0,0,0,Other,mobile,personal
3134,1,1,1,1,1,0,US,mobile,personal
3135,1,1,1,0,0,0,UK,desktop,business
3136,1,0,0,0,0,0,EU,desktop,personal
